,0,1,2,3,4
2105,فهماندن,f a h m ɔː n d a n,فهماندن,CANNNNNNOT,f a h m A n d a n
2106,فهماندن,f æ h m uː n d æ n,فهماندن,CANNNNNNOT,f a h m A n d a n
2107,فهماندن,f æ h m ɒː n d æ n,فهماندن,CANNNNNNOT,f a h m A n d a n
2108,فهمیدن,f æ h m iː d æ n,فهمیدن,CANNNNNNOT,f a h m i d a n
2109,فوت,f a v t,فوت,CANNNNNNOT,f a v t
2110,فوت,f a w t,فوت,CANNNNNNOT,f a w t
2111,فوت,f o w t,فوت,CANNNNNNOT,f o w t
2112,فوت,f oː t,فوت,CANNNNNNOT,f oː t
2113,فوق‌العاده,f a w q o l ʔ ɒ d a,فوقالعاده,CANNNNNNOT,f a w q o l ɒ d a
2114,فک,f æ k,فک,CANNNNNNOT,f a k
2115,فکر,f e k,فکر,CANNNNNNOT,f e k
2116,فکر,f e k r,فکر,CANNNNNNOT,f e k r
2117,فیض,f a j z,فیض,CANNNNNNOT,f a y z
2118,فیض,f e j z,فیض,CANNNNNNOT,f e y z
2119,فیلیپ,f i l i p,فیلیپ,CANNNNNNOT,f i l i p
2120,قابل,q ɑː b i l,قابل,CANNNNNNOT,q A b i l
2121,قابل,q ɒː b ɪ l,قابل,CANNNNNNOT,q A b i l
2122,قابل,q ɔː b i l,قابل,CANNNNNNOT,q A b i l
2123,قابل,ɣ ɒː b e l,قابل,CANNNNNNOT,q A b e l
2124,قاره,q ɒː r e,قاره,CANNNNNNOT,q A r e
2125,قاره,q ɒː r r e,قاره,CANNNNNNOT,q A r r e
2126,قاسم,ɢ ɒː s e m,قاسم,CANNNNNNOT,ɢ A s e m
2127,قاقم,ɢ ɑː ɢ o m,قاقم,CANNNNNNOT,ɢ A ɢ o m
2128,قانون,ɢ ɒː n uː n,قانون,CANNNNNNOT,ɢ A n A n
2129,قانونی,ɢ ɒː n uː n iː,قانونی,CANNNNNNOT,ɢ A n A n i
2130,قایق,ɢ ɒː j e ɣ,قایق,CANNNNNNOT,ɢ A y e q
2131,قبر,q a b ɾ,قبر,CANNNNNNOT,q a b r
2132,قبر,ɣ æ b ɾ,قبر,CANNNNNNOT,q a b r
2133,قبرستان,q a b ɾ i s t ɑː n,قبرستان,CANNNNNNOT,q a b r i s t A n
2134,قبرستان,q a b ɾ i s t ɔː n,قبرستان,CANNNNNNOT,q a b r i s t A n
2135,قبرستان,q a b ɾ ɪ s t ɒː n,قبرستان,CANNNNNNOT,q a b r i s t A n
2136,قبرستان,ɣ æ b ɾ e s t uː n,قبرستان,CANNNNNNOT,q a b r e s t A n
2137,قبرستان,ɣ æ b ɾ e s t ɒː n,قبرستان,CANNNNNNOT,q a b r e s t A n
2138,قبض,ɢ æ b z,قبض,CANNNNNNOT,ɢ a b z
2139,قربک,q o ɾ b æ k,قربک,CANNNNNNOT,q o r b a k
2140,قرغیزستان,q ɪ ɾ ɣ iː z ɪ s t ɒː n,قرغیزستان,CANNNNNNOT,q i r q i z i s t A n
2141,قرمز,q i ɾ m i z,قرمز,CANNNNNNOT,q i r m i z
2142,قرمز,q ɪ ɾ m ɪ z,قرمز,CANNNNNNOT,q i r m i z
2143,قرمز,ɣ e ɾ m e z,قرمز,CANNNNNNOT,q e r m e z
2144,قرمزی,q i ɾ m i z iː,قرمزی,CANNNNNNOT,q i r m i z i
2145,قرمزی,q ɪ ɾ m ɪ z iː,قرمزی,CANNNNNNOT,q i r m i z i
2146,قرمزی,ɣ e ɾ m e z iː,قرمزی,CANNNNNNOT,q e r m e z i
2147,قزاق,q æ z z ɒː q,قزاق,CANNNNNNOT,q a z z A q
2148,قسم,q a s a m,قسم,CANNNNNNOT,q a s a m
2149,قسم,q i s m,قسم,CANNNNNNOT,q i s m
2150,قسم,q ɪ s m,قسم,CANNNNNNOT,q i s m
2151,قسم,ɣ e s m,قسم,CANNNNNNOT,q e s m
2152,قسم,ɣ æ s æ m,قسم,CANNNNNNOT,q a s a m
2153,قشنگ,ɢ e ʃ æ ŋ ɡ,قشنگ,CANNNNNNOT,ɢ e S a ŋ ɡ
2154,قشنگ,ɢ æ ʃ æ ŋ ɡ,قشنگ,CANNNNNNOT,ɢ a S a ŋ ɡ
2155,قشنگی,q æ ʃ æ n ɡ iː,قشنگی,CANNNNNNOT,q a S a n ɡ i
2156,قصد,ɢ æ s d,قصد,CANNNNNNOT,ɢ a s d
2157,قفس,ɢ æ f e s,قفس,CANNNNNNOT,ɢ a f e s
2158,قفس,ɢ æ f æ s,قفس,CANNNNNNOT,ɢ a f a s
2159,قفسه,ɢ æ f æ s e,قفسه,CANNNNNNOT,ɢ a f a s e
2160,ققنس,ˑq a q n u s ~ q u q n u s,ققنس,CANNNNNNOT,ˑq a q n u s ~ q u q n u s
2161,ققنس,ˑq a q n ʊ s ~ q ʊ q n ʊ s,ققنس,CANNNNNNOT,ˑq a q n ʊ s ~ q ʊ q n ʊ s
2162,ققنس,ˑɣ æ ɣ n o s ~ ɣ o ɣ n o s,ققنس,CANNNNNNOT,ˑq a q n o s ~ q o q n o s
2163,ققنوس,ˑq a q n u s ~ q u q n u s,ققنوس,CANNNNNNOT,ˑq a q n u s ~ q u q n u s
2164,ققنوس,ˑq a q n uː s ~ q u q n uː s,ققنوس,CANNNNNNOT,ˑq a q n A s ~ q u q n A s
2165,ققنوس,ˑq a q n uː s ~ q ʊ q n uː s,ققنوس,CANNNNNNOT,ˑq a q n A s ~ q ʊ q n A s
2166,ققنوس,ˑɣ æ ɣ n uː s ~ ɣ o ɣ n uː s,ققنوس,CANNNNNNOT,ˑq a q n A s ~ q o q n A s
2167,قلاوز,q u l ɑː v u z,قلاوز,CANNNNNNOT,q u l A v u z
2168,قلاوز,q u l ɔː v u z,قلاوز,CANNNNNNOT,q u l A v u z
2169,قلاوز,q ʊ l ɒː w ʊ z,قلاوز,CANNNNNNOT,q ʊ l A w ʊ z
2170,قلاوز,ɣ o l ɒː v o z,قلاوز,CANNNNNNOT,q o l A v o z
2171,قلاووز,q u l ɑː v uː z,قلاووز,CANNNNNNOT,q u l A v A z
2172,قلاووز,q u l ɔː v u z,قلاووز,CANNNNNNOT,q u l A v u z
2173,قلاووز,q ʊ l ɒː w uː z,قلاووز,CANNNNNNOT,q ʊ l A w A z
2174,قلاووز,ɣ o l ɒː v uː z,قلاووز,CANNNNNNOT,q o l A v A z
2175,قلب,q a l b,قلب,CANNNNNNOT,q a l b
2176,قلب,ɣ æ l b,قلب,CANNNNNNOT,q a l b
2177,قلعه,q æ l ʔ æ,قلعه,CANNNNNNOT,q a l a
2178,قلمدان,q æ l æ m d ɒː n,قلمدان,CANNNNNNOT,q a l a m d A n
2179,قند,q æ n d,قند,CANNNNNNOT,q a n d
2180,قندهار,q a n d a h ɑː ɾ,قندهار,CANNNNNNOT,q a n d a h A r
2181,قندهار,q a n d a h ɒː ɾ,قندهار,CANNNNNNOT,q a n d a h A r
2182,قندهار,q a n d a h ɔː ɾ,قندهار,CANNNNNNOT,q a n d a h A r
2183,قندهار,ɣ æ n d æ h ɒː ɾ,قندهار,CANNNNNNOT,q a n d a h A r
2184,قندهار,ɣ æ n d ɒː h ɒː ɾ,قندهار,CANNNNNNOT,q a n d A h A r
2185,قندوز,q o n d uː z,قندوز,CANNNNNNOT,q o n d A z
2186,قندوز,ɢ o n d uː z,قندوز,CANNNNNNOT,ɢ o n d A z
2187,قهوه,q a h v a,قهوه,CANNNNNNOT,q a h v a
2188,قهوه,q a h w a,قهوه,CANNNNNNOT,q a h w a
2189,قهوه,ɣ æ h v e,قهوه,CANNNNNNOT,q a h v e
2190,قو,q u,قو,CANNNNNNOT,q u
2191,قو,q uː,قو,CANNNNNNOT,q A
2192,قو,ɣ uː,قو,CANNNNNNOT,q A
2193,قوت,q u v v a t,قوت,CANNNNNNOT,q u v v a t
2194,قوت,q ʊ w w a t,قوت,CANNNNNNOT,q ʊ w w a t
2195,قوت,ɣ o v v æ t,قوت,CANNNNNNOT,q o v v a t
2196,قوم,q a v m,قوم,CANNNNNNOT,q a v m
2197,قوم,q a w m,قوم,CANNNNNNOT,q a w m
2198,قوم,ɣ o w m,قوم,CANNNNNNOT,q o w m
2199,قوم,ɣ oː m,قوم,CANNNNNNOT,q oː m
2200,قوی,q a v iː,قوی,CANNNNNNOT,q a v i
2201,قوی,q a w iː,قوی,CANNNNNNOT,q a w i
2202,قوی,q uː j i,قوی,CANNNNNNOT,q A y i
2203,قوی,q uː j ɪ,قوی,CANNNNNNOT,q A y i
2204,قوی,q ɵː j i,قوی,CANNNNNNOT,q ɵː y i
2205,قوی,ɣ e v iː,قوی,CANNNNNNOT,q e v i
2206,قوی,ɣ uː j e,قوی,CANNNNNNOT,q A y e
2207,قوی,ɣ æ v iː,قوی,CANNNNNNOT,q a v i
2208,قید,ɢ e j d,قید,CANNNNNNOT,ɢ e y d
2209,قیمت,q i m a t,قیمت,CANNNNNNOT,q i m a t
2210,قیمت,q iː m a t,قیمت,CANNNNNNOT,q i m a t
2211,قیمت,ɣ iː m æ t,قیمت,CANNNNNNOT,q i m a t
2212,قیچی,q a j t ʃ iː,قیچی,CANNNNNNOT,q a y t S i
2213,قیچی,ɣ e j t ʃ iː,قیچی,CANNNNNNOT,q e y t S i
2214,لابد,l ɒː b o d,لابد,CANNNNNNOT,l A b o d
2215,لازم,l ɑː z i m,لازم,CANNNNNNOT,l A z i m
2216,لازم,l ɒː z e m,لازم,CANNNNNNOT,l A z e m
2217,لازم,l ɒː z ɪ m,لازم,CANNNNNNOT,l A z i m
2218,لازم,l ɔː z i m,لازم,CANNNNNNOT,l A z i m
2219,لاغر,l ɑː ɣ a ɾ,لاغر,CANNNNNNOT,l A q a r
2220,لاغر,l ɒː ɣ a ɾ,لاغر,CANNNNNNOT,l A q a r
2221,لاغر,l ɒː ɣ æ ɾ,لاغر,CANNNNNNOT,l A q a r
2222,لاغر,l ɔː ɣ a ɾ,لاغر,CANNNNNNOT,l A q a r
2223,لاله,l ɒː l e,لاله,CANNNNNNOT,l A l e
2224,لاله,l ɒː l æ,لاله,CANNNNNNOT,l A l a
2225,لایه,l ɒː j e,لایه,CANNNNNNOT,l A y e
2226,لب,l æ b,لب,CANNNNNNOT,l a b
2227,لبخند,l æ b x æ n d,لبخند,CANNNNNNOT,l a b x a n d
2228,لبی,l æ b iː,لبی,CANNNNNNOT,l a b i
2229,لثه,l a s e,لثه,CANNNNNNOT,l a s e
2230,لحظه,l æ h z æ,لحظه,CANNNNNNOT,l a h z a
2231,لزوماً,l o z uː m æ n,لزوماً,CANNNNNNOT,l o z A m a n
2232,لهذا,l e h ɒː z ɒː,لهذا,CANNNNNNOT,l e h A z A
2233,لو,l o w,لو,CANNNNNNOT,l o w
2234,لوبیا,l oː b i i̯ ɒː,لوبیا,CANNNNNNOT,l oː b i i̯ A
2235,لوبیا,l uː b i i̯ ɒː,لوبیا,CANNNNNNOT,l A b i i̯ A
2236,لوله,l uː l e,لوله,CANNNNNNOT,l A l e
2237,لوله,l uː l æ,لوله,CANNNNNNOT,l A l a
2238,لی,l iː,لی,CANNNNNNOT,l i
2239,لیمو,l i m u,لیمو,CANNNNNNOT,l i m u
2240,لیمو,l iː m uː,لیمو,CANNNNNNOT,l i m A
2241,لیک,l iː k,لیک,CANNNNNNOT,l i k
2242,ما,m ɒː,ما,CANNNNNNOT,m A
2243,مادر,m ɑː d a ɾ,مادر,CANNNNNNOT,m A d a r
2244,مادر,m ɒː d a ɾ,مادر,CANNNNNNOT,m A d a r
2245,مادر,m ɒː d e ɾ,مادر,CANNNNNNOT,m A d e r
2246,مادر,m ɒː d æ ɾ,مادر,CANNNNNNOT,m A d a r
2247,مادر,m ɔː d a ɾ,مادر,CANNNNNNOT,m A d a r
2248,مادرانه,m ɑː d a ɾ ɑː n a,مادرانه,CANNNNNNOT,m A d a r A n a
2249,مادرانه,m ɒː d a ɾ ɒː n a,مادرانه,CANNNNNNOT,m A d a r A n a
2250,مادرانه,m ɒː d æ ɾ ɒː n e,مادرانه,CANNNNNNOT,m A d a r A n e
2251,مادرانه,m ɒː d ɒː ɾ uː n e,مادرانه,CANNNNNNOT,m A d A r A n e
2252,مادرانه,m ɔː d a ɾ ɔː n a,مادرانه,CANNNNNNOT,m A d a r A n a
2253,مادیان,m ɒː d i i̯ ɒː n,مادیان,CANNNNNNOT,m A d i i̯ A n
2254,مار,m ɑː ɾ,مار,CANNNNNNOT,m A r
2255,مار,m ɒː ɾ,مار,CANNNNNNOT,m A r
2256,مار,m ɔː ɾ,مار,CANNNNNNOT,m A r
2257,مارس,m ɒː ɾ s,مارس,CANNNNNNOT,m A r s
2258,مارمولک,m ɑː ɾ m uː l a k,مارمولک,CANNNNNNOT,m A r m A l a k
2259,مارمولک,m ɒː ɾ m uː l a k,مارمولک,CANNNNNNOT,m A r m A l a k
2260,مارمولک,m ɒː ɾ m uː l æ k,مارمولک,CANNNNNNOT,m A r m A l a k
2261,مارمولک,m ɔː ɾ m u l a k,مارمولک,CANNNNNNOT,m A r m u l a k
2262,ماز,m ɑː z,ماز,CANNNNNNOT,m A z
2263,ماز,m ɒː z,ماز,CANNNNNNOT,m A z
2264,ماز,m ɔː z,ماز,CANNNNNNOT,m A z
2265,مازریون,m ɑː z a ɾ j oː n,مازریون,CANNNNNNOT,m A z a r y oː n
2266,مازریون,m ɒː z a ɾ j oː n,مازریون,CANNNNNNOT,m A z a r y oː n
2267,مازریون,m ɒː z æ ɾ j uː n,مازریون,CANNNNNNOT,m A z a r y A n
2268,مازریون,m ɔː z a ɾ j ɵː n,مازریون,CANNNNNNOT,m A z a r y ɵː n
2269,مازو,m ɑː z uː,مازو,CANNNNNNOT,m A z A
2270,مازو,m ɒː z uː,مازو,CANNNNNNOT,m A z A
2271,مازو,m ɔː z u,مازو,CANNNNNNOT,m A z u
2272,مازوج,m ɑː z uː d ʒ,مازوج,CANNNNNNOT,m A z A j
2273,مازوج,m ɒː z uː d ʒ,مازوج,CANNNNNNOT,m A z A j
2274,مازوج,m ɔː z u d ʒ,مازوج,CANNNNNNOT,m A z u j
2275,ماشین,m ɒː ʃ iː n,ماشین,CANNNNNNOT,m A S i n
2276,ماهور,m ɒː h uː ɾ,ماهور,CANNNNNNOT,m A h A r
2277,ماهی,m ɒː h iː,ماهی,CANNNNNNOT,m A h i
2278,ماک,m ɒː k,ماک,CANNNNNNOT,m A k
2279,مایه,m ɒː j æ,مایه,CANNNNNNOT,m A y a
2280,متخلف,m o t æ x æ l l e f,متخلف,CANNNNNNOT,m o t a x a l l e f
2281,متخلف,m u t a x a l l i f,متخلف,CANNNNNNOT,m u t a x a l l i f
2282,متخلف,m ʊ t a x a l l ɪ f,متخلف,CANNNNNNOT,m ʊ t a x a l l i f
2283,مجازات,m o d ʒ ɒː z ɒː t,مجازات,CANNNNNNOT,m o j A z A t
2284,مجازات‌ها,m o d ʒ ɒː z ɒː t h ɒː,مجازاتها,CANNNNNNOT,m o j A z A t h A
2285,مجرد,m o d͡ʒ æ ɾ ɾ æ d,مجرد,CANNNNNNOT,m o j a r r a d
2286,مجروح,m a d ʒ ɾ uː h,مجروح,CANNNNNNOT,m a j r A h
2287,مجروح,m a d ʒ ɾ ɵː h,مجروح,CANNNNNNOT,m a j r ɵː h
2288,مجروح,m æ d ʒ ɾ uː h,مجروح,CANNNNNNOT,m a j r A h
2289,مجید,m æ d͡ʒ iː d,مجید,CANNNNNNOT,m a j i d
2290,محبت,m o h æ b b æ t ~ m æ h æ b b æ t,محبت,CANNNNNNOT,m o h a b b a t ~ m a h a b b a t
2291,محبت,m u h a b b a t ~ m a h a b b a t,محبت,CANNNNNNOT,m u h a b b a t ~ m a h a b b a t
2292,محبت,m ʊ h a b b a t ~ m a h a b b a t,محبت,CANNNNNNOT,m ʊ h a b b a t ~ m a h a b b a t
2293,محمد,m o h æ m m æ d,محمد,CANNNNNNOT,m o h a m m a d
2294,محنت,m e h n a t,محنت,CANNNNNNOT,m e h n a t
2295,محنت,m e h n æ t,محنت,CANNNNNNOT,m e h n a t
2296,محنت,m i h n a t,محنت,CANNNNNNOT,m i h n a t
2297,محنت,m ɪ h n a t,محنت,CANNNNNNOT,m i h n a t
2298,مختل,m o x t æ l,مختل,CANNNNNNOT,m o x t a l
2299,مختلف,m o x t æ l e f,مختلف,CANNNNNNOT,m o x t a l e f
2300,مختلف,m u x t a l i f,مختلف,CANNNNNNOT,m u x t a l i f
2301,مختلف,m ʊ x t a l ɪ f,مختلف,CANNNNNNOT,m ʊ x t a l i f
2302,مخرج,m æ x ɾ æ d͡ʒ,مخرج,CANNNNNNOT,m a x r a j
2303,مدهوش,m æ d h u ʃ,مدهوش,CANNNNNNOT,m a d h u S
2304,مراکش,m æ r ɒː k e ʃ,مراکش,CANNNNNNOT,m a r A k e S
2305,مربا,m o r æ b b ɑ,مربا,CANNNNNNOT,m o r a b b ɑ
2306,مرخ,m æ ɾ x,مرخ,CANNNNNNOT,m a r x
2307,مرد,m a ɾ d,مرد,CANNNNNNOT,m a r d
2308,مرد,m e ɾ d,مرد,CANNNNNNOT,m e r d
2309,مرد,m æ ɾ d,مرد,CANNNNNNOT,m a r d
2310,مرداد,m o ɾ d̪ ɒː d̪,مرداد,CANNNNNNOT,m o r d̪ A d̪
2311,مردان,m a ɾ d ɑː n,مردان,CANNNNNNOT,m a r d A n
2312,مردان,m a ɾ d ɒː n,مردان,CANNNNNNOT,m a r d A n
2313,مردان,m a ɾ d ɔː n,مردان,CANNNNNNOT,m a r d A n
2314,مردان,m æ ɾ d uː n,مردان,CANNNNNNOT,m a r d A n
2315,مردان,m æ ɾ d ɒː n,مردان,CANNNNNNOT,m a r d A n
2316,مردانه,m a ɾ d ɑː n a,مردانه,CANNNNNNOT,m a r d A n a
2317,مردانه,m a ɾ d ɒː n a,مردانه,CANNNNNNOT,m a r d A n a
2318,مردانه,m a ɾ d ɔː n a,مردانه,CANNNNNNOT,m a r d A n a
2319,مردانه,m æ ɾ d uː n e,مردانه,CANNNNNNOT,m a r d A n e
2320,مردانه,m æ ɾ d ɒː n e,مردانه,CANNNNNNOT,m a r d A n e
2321,مردانگی,m a ɾ d ɑː n a # ɡ iː,مردانگی,CANNNNNNOT,m a r d A n a  ɡ i
2322,مردانگی,m a ɾ d ɒː n a # ɡ iː,مردانگی,CANNNNNNOT,m a r d A n a  ɡ i
2323,مردانگی,m a ɾ d ɔː n a # ɡ iː,مردانگی,CANNNNNNOT,m a r d A n a  ɡ i
2324,مردانگی,m æ ɾ d uː n e # ɡ iː,مردانگی,CANNNNNNOT,m a r d A n e  ɡ i
2325,مردانگی,m æ ɾ d ɒː n e # ɡ iː,مردانگی,CANNNNNNOT,m a r d A n e  ɡ i
2326,مردم,m a ɾ d u m,مردم,CANNNNNNOT,m a r d u m
2327,مردم,m a ɾ d ʊ m,مردم,CANNNNNNOT,m a r d ʊ m
2328,مردم,m æ ɾ d o m,مردم,CANNNNNNOT,m a r d o m
2329,مردم‌سالاری,m a ɾ d u m # s ɑː l ɑː ɾ iː,مردمسالاری,CANNNNNNOT,m a r d u m  s A l A r i
2330,مردم‌سالاری,m a ɾ d u m # s ɔː l ɔː ɾ iː,مردمسالاری,CANNNNNNOT,m a r d u m  s A l A r i
2331,مردم‌سالاری,m a ɾ d ʊ m # s ɒː l ɒː ɾ iː,مردمسالاری,CANNNNNNOT,m a r d ʊ m  s A l A r i
2332,مردم‌سالاری,m æ ɾ d o m # s ɒː l ɒː ɾ iː,مردمسالاری,CANNNNNNOT,m a r d o m  s A l A r i
2333,مردن,m o ɾ d æ n,مردن,CANNNNNNOT,m o r d a n
2334,مردن,m u ɾ d a n,مردن,CANNNNNNOT,m u r d a n
2335,مردن,m ʊ ɾ d a n,مردن,CANNNNNNOT,m ʊ r d a n
2336,مردها,m æ ɾ d h ɒː,مردها,CANNNNNNOT,m a r d h A
2337,مرز,m æ ɾ z,مرز,CANNNNNNOT,m a r z
2338,مرغ,m o ɾ ɣ,مرغ,CANNNNNNOT,m o r q
2339,مرغان,m o ɾ ɣ ɒː n,مرغان,CANNNNNNOT,m o r q A n
2340,مرغ‌ها,m o ɾ ɣ h ɒː,مرغها,CANNNNNNOT,m o r q h A
2341,مرو,m æ ɾ v,مرو,CANNNNNNOT,m a r v
2342,مرو,m æ ɾ w,مرو,CANNNNNNOT,m a r w
2343,مروارید,m o ɾ v ɒː ɾ iː d,مروارید,CANNNNNNOT,m o r v A r i d
2344,مروارید,m o ɾ w ɒː ɾ iː d,مروارید,CANNNNNNOT,m o r w A r i d
2345,مروارید,m æ ɾ w ɒː ɾ iː d,مروارید,CANNNNNNOT,m a r w A r i d
2346,مروزی,m æ ɾ v e z iː,مروزی,CANNNNNNOT,m a r v e z i
2347,مروزی,m æ ɾ v æ z iː,مروزی,CANNNNNNOT,m a r v a z i
2348,مروزی,m æ ɾ w æ z iː,مروزی,CANNNNNNOT,m a r w a z i
2349,مرچ,m o ɾ t ʃ,مرچ,CANNNNNNOT,m o r t S
2350,مرچ,m æ ɾ e t ʃ,مرچ,CANNNNNNOT,m a r e t S
2351,مریض,m a ɾ i z,مریض,CANNNNNNOT,m a r i z
2352,مریض,m a ɾ iː z,مریض,CANNNNNNOT,m a r i z
2353,مریض,m e ɾ iː z,مریض,CANNNNNNOT,m e r i z
2354,مریض,m æ ɾ iː z,مریض,CANNNNNNOT,m a r i z
2355,مریضی,m æ ɾ iː z iː,مریضی,CANNNNNNOT,m a r i z i
2356,مزنه,m o z n e,مزنه,CANNNNNNOT,m o z n e
2357,مزنه,m u z n a,مزنه,CANNNNNNOT,m u z n a
2358,مزنه,m ʊ z n a,مزنه,CANNNNNNOT,m ʊ z n a
2359,مزه,m a z z a,مزه,CANNNNNNOT,m a z z a
2360,مزه,m æ z z e,مزه,CANNNNNNOT,m a z z e
2361,مستقیم,m o s t e ɣ iː m,مستقیم,CANNNNNNOT,m o s t e q i m
2362,مستقیم,m o s t æ ɣ iː m,مستقیم,CANNNNNNOT,m o s t a q i m
2363,مستقیم,m u s t a q i m,مستقیم,CANNNNNNOT,m u s t a q i m
2364,مستقیم,m u s t a q iː m,مستقیم,CANNNNNNOT,m u s t a q i m
2365,مستقیم,m ʊ s t a q iː m,مستقیم,CANNNNNNOT,m ʊ s t a q i m
2366,مسجد,m æ s d ʒ e d̪,مسجد,CANNNNNNOT,m a s j e d̪
2367,مسجدها,m æ s d ʒ e d h ɒː,مسجدها,CANNNNNNOT,m a s j e d h A
2368,مسعود,m æ s ʔ uː d,مسعود,CANNNNNNOT,m a s A d
2369,مسلمون,m o s æ l m uː n,مسلمون,CANNNNNNOT,m o s a l m A n
2370,مسیح,m a s e h,مسیح,CANNNNNNOT,m a s e h
2371,مسیح,m a s iː h,مسیح,CANNNNNNOT,m a s i h
2372,مسیح,m e s iː h,مسیح,CANNNNNNOT,m e s i h
2373,مسیح,m æ s iː h,مسیح,CANNNNNNOT,m a s i h
2374,مشاهده,m o ʃ ɒː h æ d e,مشاهده,CANNNNNNOT,m o S A h a d e
2375,مشغول,m æ ʃ ɣ uː l,مشغول,CANNNNNNOT,m a S q A l
2376,مشق,m æ ʃ ɢ,مشق,CANNNNNNOT,m a S ɢ
2377,مشکل,m u ʃ k i l,مشکل,CANNNNNNOT,m u S k i l
2378,مشکل‌تر,m o ʃ k e l t æ ɾ,مشکلتر,CANNNNNNOT,m o S k e l t a r
2379,مشکل‌ترین,m o ʃ k e l t æ ɾ iː n,مشکلترین,CANNNNNNOT,m o S k e l t a r i n
2380,مشکل‌ها,m o ʃ k e l h ɒː,مشکلها,CANNNNNNOT,m o S k e l h A
2381,مشکی,m e ʃ kʰ iː,مشکی,CANNNNNNOT,m e S kʰ i
2382,مصون,m æ s uː n,مصون,CANNNNNNOT,m a s A n
2383,مضحک,m o z h e k,مضحک,CANNNNNNOT,m o z h e k
2384,مضحک,m u z h i k,مضحک,CANNNNNNOT,m u z h i k
2385,مضحک,m ʊ z h ɪ k,مضحک,CANNNNNNOT,m ʊ z h i k
2386,مطبوعات,m a t b u ʔ ɔː t,مطبوعات,CANNNNNNOT,m a t b u A t
2387,مطبوعات,m a t b uː ʔ ɑː t,مطبوعات,CANNNNNNOT,m a t b A A t
2388,مطبوعات,m a t b uː ʔ ɒː t,مطبوعات,CANNNNNNOT,m a t b A A t
2389,مطبوعات,m æ t b uː ɒː t,مطبوعات,CANNNNNNOT,m a t b A A t
2390,مطبوعات,m æ t b uː ʔ ɒː t,مطبوعات,CANNNNNNOT,m a t b A A t
2391,معجزه,m o ʔ d͡ʒ e z e,معجزه,CANNNNNNOT,m o j e z e
2392,معده,m e ʔ d e,معده,CANNNNNNOT,m e d e
2393,معروف,m a ʔ ɾ u f,معروف,CANNNNNNOT,m a r u f
2394,معروف,m a ʔ ɾ uː f,معروف,CANNNNNNOT,m a r A f
2395,معروف,m æ ʔ ɾ uː f,معروف,CANNNNNNOT,m a r A f
2396,معروف,m æː ɾ uː f,معروف,CANNNNNNOT,m aː r A f
2397,معشوق,m a ʔ ʃ u q,معشوق,CANNNNNNOT,m a S u q
2398,معشوق,m a ʔ ʃ uː q,معشوق,CANNNNNNOT,m a S A q
2399,معشوق,m æ ʔ ʃ uː ɣ,معشوق,CANNNNNNOT,m a S A q
2400,معلم,m o æ l l e m,معلم,CANNNNNNOT,m o a l l e m
2401,معلم,m o ʔ æ l l e m,معلم,CANNNNNNOT,m o a l l e m
2402,معلم,m u ʔ a l l i m,معلم,CANNNNNNOT,m u a l l i m
2403,معلم,m ʊ ʔ a l l ɪ m,معلم,CANNNNNNOT,m ʊ a l l i m
2404,معماری,m e ʔ m ɒː ɾ iː,معماری,CANNNNNNOT,m e m A r i
2405,معماری,m e ʔ m ɔː ɾ iː,معماری,CANNNNNNOT,m e m A r i
2406,معماری,m eː m ɒː ɾ iː,معماری,CANNNNNNOT,m eː m A r i
2407,معماری,m i ʔ m ɑː ɾ iː,معماری,CANNNNNNOT,m i m A r i
2408,معماری,m ɪ ʔ m ɒː ɾ iː,معماری,CANNNNNNOT,m i m A r i
2409,مغ,m æ ɢ,مغ,CANNNNNNOT,m a ɢ
2410,مغرور,m æ ɣ ɾ uː ɾ,مغرور,CANNNNNNOT,m a q r A r
2411,مغز,m a ɣ z,مغز,CANNNNNNOT,m a q z
2412,مغز,m æ ɣ z,مغز,CANNNNNNOT,m a q z
2413,مفتی,m o f t iː,مفتی,CANNNNNNOT,m o f t i
2414,مفتی,m u f t iː,مفتی,CANNNNNNOT,m u f t i
2415,مفتی,m ʊ f t iː,مفتی,CANNNNNNOT,m ʊ f t i
2416,مفعول,m a f ʔ u l,مفعول,CANNNNNNOT,m a f u l
2417,مفعول,m a f ʔ uː l,مفعول,CANNNNNNOT,m a f A l
2418,مفعول,m æ f uː l,مفعول,CANNNNNNOT,m a f A l
2419,مفعول,m æ f ʔ uː l,مفعول,CANNNNNNOT,m a f A l
2420,مقداد,m e ɣ d ɒː d,مقداد,CANNNNNNOT,m e q d A d
2421,مقدار,m e ɣ d ɒː ɾ,مقدار,CANNNNNNOT,m e q d A r
2422,مقدار,m i q d ɑː ɾ,مقدار,CANNNNNNOT,m i q d A r
2423,مقدار,m i q d ɔː ɾ,مقدار,CANNNNNNOT,m i q d A r
2424,مقدار,m ɪ q d ɒː ɾ,مقدار,CANNNNNNOT,m i q d A r
2425,مقعد,m a q ʔ a d,مقعد,CANNNNNNOT,m a q a d
2426,مقعد,m æ ɣ æ d,مقعد,CANNNNNNOT,m a q a d
2427,مقعد,m æ ɣ ʔ æ d,مقعد,CANNNNNNOT,m a q a d
2428,ملا,m o lː ɒː,ملا,CANNNNNNOT,m o lː A
2429,مله,m æ l æ,مله,CANNNNNNOT,m a l a
2430,ممنوع,m a m n uː ʔ,ممنوع,CANNNNNNOT,m a m n A ʔ
